scenario,image_file,user_id,expected_verdict,actual_verdict,risk_score,correct,abuse_correct,upload_index,upload_latency,total_latency,worker_latency,clip_latency,redis_latency,db_latency,decision_latency,error,iteration,config
coordinated,attack.jpg,user_B,suspicious,suspicious,0.6283,True,True,2,0.054269899999781046,0.9977227999988827,0.6256,0.6185,0.0066,0.0,0.0,,3,full
coordinated,attack.jpg,user_C,flagged,suspicious,0.6283,False,True,3,0.05640259999927366,0.683843099999649,0.3756,0.3674,0.0078,0.0,0.0,,3,full
burst,attack.jpg,user_burst,clean,flagged,0.6283,False,False,1,0.054446600001028855,0.6857252000008884,0.4023,0.3959,0.0061,0.0,0.0,,3,full
burst,attack.jpg,user_burst,suspicious,flagged,0.6283,False,True,2,0.01036019999992277,0.6369574000000284,0.3898,0.3811,0.0084,0.0,0.0,,3,full
burst,attack.jpg,user_burst,flagged,flagged,0.6283,True,True,3,0.05068039999969187,0.6832930000000488,0.3713,0.3632,0.0079,0.0,0.0,,3,full
near_duplicate,attack.jpg,user_X,clean,flagged,0.6283,False,False,1,0.05070669999986421,0.6892484999989392,0.367,0.3563,0.0106,0.0,0.0,,3,full
near_duplicate,near_1.jpg,user_Y,suspicious,clean,0.6791,False,False,2,0.008109000000331434,0.6413479000002553,0.3778,0.3675,0.01,0.0,0.0,,3,full
near_duplicate,attack.jpg,user_Z,suspicious,flagged,0.6283,False,True,3,0.05038389999936044,0.6812485999980709,0.3642,0.355,0.0089,0.0,0.0,,3,full
clean_baseline,cat.jpg,user_clean_1,clean,clean,0.2443,True,True,1,0.050280400000701775,0.6842816000007588,0.3815,0.3677,0.0136,0.0,0.0,,3,full
clean_baseline,mountain.jpg,user_clean_2,clean,clean,0.1774,True,True,2,0.05372520000128134,0.6781718000020192,0.4469,0.4348,0.0117,0.0,0.0,,3,full
clean_baseline,city.jpg,user_clean_3,clean,clean,0.1856,True,True,3,0.010787199998958386,0.6531125999990763,0.3886,0.3741,0.0142,0.0,0.0,,3,full
coordinated,attack.jpg,user_A,clean,clean,0.6283,True,True,1,0.05466100000012375,0.693784200000664,0.3791,0.3727,0.006,0.0,0.0,,4,full
coordinated,attack.jpg,user_B,suspicious,suspicious,0.6283,True,True,2,0.054231199999776436,0.6818856999998388,0.3734,0.3648,0.0082,0.0,0.0,,4,full
coordinated,attack.jpg,user_C,flagged,suspicious,0.6283,False,True,3,0.05687230000148702,0.6856948000022385,0.3798,0.3719,0.0076,0.0,0.0,,4,full
burst,attack.jpg,user_burst,clean,flagged,0.6283,False,False,1,0.055279199999858974,0.6872257999984868,0.3929,0.3856,0.007,0.0,0.0,,4,full
burst,attack.jpg,user_burst,suspicious,flagged,0.6283,False,True,2,0.04830690000017057,0.6706892999991396,0.3855,0.3778,0.0075,0.0,0.0,,4,full
burst,attack.jpg,user_burst,flagged,flagged,0.6283,True,True,3,0.05203799999981129,0.6903800000000047,0.3813,0.3739,0.0072,0.0,0.0,,4,full
near_duplicate,attack.jpg,user_X,clean,flagged,0.6283,False,False,1,0.0548889000001509,0.6836769000001368,0.3836,0.3762,0.0071,0.0,0.0,,4,full
near_duplicate,near_1.jpg,user_Y,suspicious,clean,0.6791,False,False,2,0.009415900000021793,0.641344300000128,0.3737,0.3646,0.0088,0.0,0.0,,4,full
near_duplicate,attack.jpg,user_Z,suspicious,flagged,0.6283,False,True,3,0.05103210000015679,0.6855819000011252,0.3787,0.3693,0.009,0.0,0.0,,4,full
clean_baseline,cat.jpg,user_clean_1,clean,clean,0.2443,True,True,1,0.05572579999898153,0.6818482999988191,0.3921,0.3793,0.0125,0.0,0.0,,4,full
clean_baseline,mountain.jpg,user_clean_2,clean,clean,0.1774,True,True,2,0.05246839999927033,0.6856191999995644,0.3888,0.3762,0.0124,0.0,0.0,,4,full
clean_baseline,city.jpg,user_clean_3,clean,clean,0.1856,True,True,3,0.053043100000650156,0.6834718000009161,0.3863,0.3738,0.0122,0.0,0.0,,4,full
coordinated,attack.jpg,user_A,clean,clean,0.6283,True,True,1,0.008085400000709342,0.6416699000001245,0.3757,0.3688,0.0068,0.0,0.0,,5,full
coordinated,attack.jpg,user_B,suspicious,suspicious,0.6283,True,True,2,0.055417300000044634,0.6838652999995247,0.37,0.3624,0.0073,0.0,0.0,,5,full
coordinated,attack.jpg,user_C,flagged,suspicious,0.6283,False,True,3,0.005681799999365467,0.6404526000005717,0.3636,0.3563,0.0072,0.0,0.0,,5,full
burst,attack.jpg,user_burst,clean,flagged,0.6283,False,False,1,0.05311520000032033,0.6861244000010629,0.3831,0.3757,0.0069,0.0,0.0,,5,full
burst,attack.jpg,user_burst,suspicious,flagged,0.6283,False,True,2,0.009964000000763917,0.6413691000016115,0.3728,0.3642,0.0085,0.0,0.0,,5,full
burst,attack.jpg,user_burst,flagged,flagged,0.6283,True,True,3,0.05385000000023865,0.6858766000004834,0.3779,0.3694,0.0083,0.0,0.0,,5,full
near_duplicate,attack.jpg,user_X,clean,flagged,0.6283,False,False,1,0.05165320000014617,0.6828819000002113,0.3768,0.3679,0.0085,0.0,0.0,,5,full
near_duplicate,near_1.jpg,user_Y,suspicious,clean,0.6791,False,False,2,0.007702500000959844,0.6365354000008665,0.3933,0.3845,0.0086,0.0,0.0,,5,full
near_duplicate,attack.jpg,user_Z,suspicious,flagged,0.6283,False,True,3,0.007279600000401842,0.6403093000008084,0.3895,0.3804,0.0089,0.0,0.0,,5,full
clean_baseline,cat.jpg,user_clean_1,clean,clean,0.2443,True,True,1,0.053904799999145325,0.6852839999992284,0.3934,0.3809,0.0121,0.0,0.0,,5,full
clean_baseline,mountain.jpg,user_clean_2,clean,clean,0.1774,True,True,2,0.009100600000238046,0.6356529999993654,0.4897,0.4579,0.0314,0.0,0.0,,5,full
clean_baseline,city.jpg,user_clean_3,clean,clean,0.1856,True,True,3,0.050725799999781884,0.9961277000002156,0.6055,0.5876,0.0177,0.0,0.0,,5,full
fp_clean,clean_1.jpg,fp_user_0,clean,clean,0.2499,True,True,1,0.05489090000082797,1.0015577000012854,0.6263,0.6206,0.0053,0.0,0.0,,1,full
fp_clean,clean_1.jpg,fp_user_1,clean,clean,0.2499,True,True,1,0.055458400000134134,0.9961313000003429,0.6196,0.6135,0.0058,0.0,0.0,,2,full
fp_clean,clean_1.jpg,fp_user_2,clean,clean,0.2499,True,True,1,0.051342300001124386,0.677033300000403,0.3545,0.351,0.0032,0.0,0.0,,3,full
fp_clean,clean_1.jpg,fp_user_3,clean,clean,0.2499,True,True,1,0.050895000000309665,0.6855641999991349,0.3594,0.3555,0.0037,0.0,0.0,,4,full
fp_clean,clean_1.jpg,fp_user_4,clean,clean,0.2499,True,True,1,0.05521690000023227,0.688783900000999,0.3499,0.3459,0.0037,0.0,0.0,,5,full
coordinated,attack.jpg,user_A,clean,clean,0.6283,True,True,1,0.05714409999927739,0.6877712999994401,0.3695,0.3633,0.0059,0.0,0.0,,1,full
coordinated,attack.jpg,user_B,suspicious,clean,0.6283,False,False,2,0.048962000000756234,0.6731516000018019,0.3758,0.3688,0.0067,0.0,0.0,,1,full
coordinated,attack.jpg,user_C,flagged,clean,0.6283,False,False,3,0.054742199999964214,0.684691100001146,0.3714,0.3652,0.0059,0.0,0.0,,1,full
coordinated,attack.jpg,user_A,clean,clean,0.6283,True,True,1,0.008815900000627153,0.6490986000007979,0.4102,0.4045,0.0054,0.0,0.0,,2,full
coordinated,attack.jpg,user_B,suspicious,clean,0.6283,False,False,2,0.055192300000271644,0.6938676000008854,0.3896,0.3834,0.0058,0.0,0.0,,2,full
coordinated,attack.jpg,user_C,flagged,clean,0.6283,False,False,3,0.0505183000004763,0.6838344000007055,0.3851,0.3779,0.0069,0.0,0.0,,2,full
coordinated,attack.jpg,user_A,clean,clean,0.6283,True,True,1,0.05014200000005076,0.6747231000008469,0.3956,0.3888,0.0066,0.0,0.0,,3,full
coordinated,attack.jpg,user_B,suspicious,clean,0.6283,False,False,2,0.05259730000034324,0.687676300000021,0.3881,0.3808,0.0069,0.0,0.0,,3,full
coordinated,attack.jpg,user_C,flagged,clean,0.6283,False,False,3,0.0565150000002177,0.6927599999999074,0.3721,0.366,0.0058,0.0,0.0,,3,full
coordinated,attack.jpg,user_A,clean,clean,0.6283,True,True,1,0.05319179999969492,0.6777901999994356,0.3695,0.3632,0.0061,0.0,0.0,,4,full
coordinated,attack.jpg,user_B,suspicious,clean,0.6283,False,False,2,0.053060400001413655,0.689788600000611,0.3861,0.3797,0.0061,0.0,0.0,,4,full
coordinated,attack.jpg,user_C,flagged,clean,0.6283,False,False,3,0.05117019999852346,0.6733419999982289,0.3672,0.3609,0.006,0.0,0.0,,4,full
coordinated,attack.jpg,user_A,clean,clean,0.6283,True,True,1,0.054120499999044114,0.6906817999988561,0.375,0.3687,0.006,0.0,0.0,,5,full
coordinated,attack.jpg,user_B,suspicious,clean,0.6283,False,False,2,0.014365399998496287,0.6556666999986192,0.396,0.3899,0.0056,0.0,0.0,,5,full
coordinated,attack.jpg,user_C,flagged,clean,0.6283,False,False,3,0.008366800000658259,0.639658000001873,0.3894,0.3828,0.0064,0.0,0.0,,5,full
burst,attack.jpg,user_burst,clean,clean,0.6283,True,True,1,0.048725099999501253,0.6820224999992206,0.3741,0.3676,0.0063,0.0,0.0,,1,full
burst,attack.jpg,user_burst,suspicious,clean,0.6283,False,False,2,0.05558729999938805,0.6926595999993879,0.3899,0.3829,0.0067,0.0,0.0,,1,full
burst,attack.jpg,user_burst,flagged,clean,0.6283,False,False,3,0.054500300000654534,0.6897060000010242,0.3862,0.3798,0.0061,0.0,0.0,,1,full
burst,attack.jpg,user_burst,clean,clean,0.6283,True,True,1,0.05522759999985283,0.6956393000000389,0.3757,0.3696,0.0058,0.0,0.0,,2,full
burst,attack.jpg,user_burst,suspicious,clean,0.6283,False,False,2,0.052213599999959115,0.6858773999992991,0.3863,0.3803,0.0057,0.0,0.0,,2,full
burst,attack.jpg,user_burst,flagged,clean,0.6283,False,False,3,0.05732030000035593,0.6883518000013282,0.3869,0.3801,0.0065,0.0,0.0,,2,full
burst,attack.jpg,user_burst,clean,clean,0.6283,True,True,1,0.0512496999999712,0.6794673999993392,0.4575,0.4495,0.0077,0.0,0.0,,3,full
burst,attack.jpg,user_burst,suspicious,clean,0.6283,False,False,2,0.05335900000136462,1.0020845000017289,0.6072,0.5988,0.0082,0.0,0.0,,3,full
burst,attack.jpg,user_burst,flagged,clean,0.6283,False,False,3,0.05679969999982859,0.6884938000002876,0.5945,0.5833,0.0109,0.0,0.0,,3,full
burst,attack.jpg,user_burst,clean,clean,0.6283,True,True,1,0.053475000000617,0.9940048000007664,0.6529,0.6414,0.0111,0.0,0.0,,4,full
burst,attack.jpg,user_burst,suspicious,clean,0.6283,False,False,2,0.013067100000625942,0.960351300000184,0.6018,0.5928,0.0084,0.0,0.0,,4,full
burst,attack.jpg,user_burst,flagged,clean,0.6283,False,False,3,0.05159479999929317,0.6826973000006546,0.3625,0.3565,0.0058,0.0,0.0,,4,full
burst,attack.jpg,user_burst,clean,clean,0.6283,True,True,1,0.052385299999514245,0.6886193999980605,0.3685,0.3624,0.0058,0.0,0.0,,5,full
burst,attack.jpg,user_burst,suspicious,clean,0.6283,False,False,2,0.05528229999981704,0.6909580999999889,0.3798,0.3736,0.006,0.0,0.0,,5,full
burst,attack.jpg,user_burst,flagged,clean,0.6283,False,False,3,0.00720279999950435,0.6429410000000644,0.3703,0.3642,0.0059,0.0,0.0,,5,full
near_duplicate,attack.jpg,user_X,clean,clean,0.6283,True,True,1,0.05209339999964868,0.6713794000006601,0.4122,0.4045,0.0074,0.0,0.0001,,1,full
near_duplicate,near_1.jpg,user_Y,suspicious,clean,0.6791,False,False,2,0.007073699998727534,0.6334261999982118,0.3642,0.3583,0.0056,0.0,0.0,,1,full
near_duplicate,attack.jpg,user_Z,suspicious,clean,0.6283,False,False,3,0.05281659999855037,0.6897362999989127,0.3746,0.368,0.0063,0.0,0.0,,1,full
near_duplicate,attack.jpg,user_X,clean,clean,0.6283,True,True,1,0.05164560000048368,0.674589800000831,0.3829,0.3766,0.006,0.0,0.0,,2,full
near_duplicate,near_1.jpg,user_Y,suspicious,clean,0.6791,False,False,2,0.006133200000476791,0.6340902000010828,0.3622,0.3576,0.0044,0.0,0.0,,2,full
near_duplicate,attack.jpg,user_Z,suspicious,clean,0.6283,False,False,3,0.007252899999002693,0.6256372999996529,0.3691,0.3627,0.0062,0.0,0.0,,2,full
near_duplicate,attack.jpg,user_X,clean,clean,0.6283,True,True,1,0.005846000000019558,0.6274114000007103,0.3996,0.3937,0.0057,0.0,0.0,,3,full
near_duplicate,near_1.jpg,user_Y,suspicious,clean,0.6791,False,False,2,0.008242899999459041,0.6331133999992744,0.3788,0.3733,0.0052,0.0,0.0,,3,full
near_duplicate,attack.jpg,user_Z,suspicious,clean,0.6283,False,False,3,0.052866599999106256,0.6780949999993027,0.3749,0.3682,0.0065,0.0,0.0,,3,full
near_duplicate,attack.jpg,user_X,clean,clean,0.6283,True,True,1,0.052557299999534735,0.6856352999984665,0.3779,0.3704,0.0073,0.0,0.0,,4,full
near_duplicate,near_1.jpg,user_Y,suspicious,clean,0.6791,False,False,2,0.007047299999612733,0.6426668999993126,0.3689,0.3627,0.006,0.0,0.0,,4,full
near_duplicate,attack.jpg,user_Z,suspicious,clean,0.6283,False,False,3,0.0531542000007903,0.6804977000010695,0.3963,0.3889,0.007,0.0,0.0,,4,full
near_duplicate,attack.jpg,user_X,clean,clean,0.6283,True,True,1,0.04682169999978214,0.6800329999987298,0.4354,0.4244,0.0107,0.0,0.0,,5,full
near_duplicate,near_1.jpg,user_Y,suspicious,clean,0.6791,False,False,2,0.010095099998579826,0.9525532999978168,0.5973,0.5848,0.0121,0.0,0.0,,5,full
near_duplicate,attack.jpg,user_Z,suspicious,clean,0.6283,False,False,3,0.05418699999972887,1.0025521999996272,0.6069,0.599,0.0076,0.0,0.0,,5,full
clean_baseline,cat.jpg,user_clean_1,clean,clean,0.2443,True,True,1,0.012139099999330938,0.6381553999999596,0.577,0.5621,0.0144,0.0,0.0,,1,full
clean_baseline,mountain.jpg,user_clean_2,clean,clean,0.1774,True,True,2,0.053469399999812595,0.9933811000009882,0.6647,0.6539,0.0105,0.0,0.0,,1,full
clean_baseline,city.jpg,user_clean_3,clean,clean,0.1856,True,True,3,0.053699000000051456,1.002550400000473,0.6888,0.6705,0.0179,0.0,0.0,,1,full
clean_baseline,cat.jpg,user_clean_1,clean,clean,0.2443,True,True,1,0.054683500000464846,1.0045078000002832,0.6952,0.6836,0.0112,0.0,0.0,,2,full
clean_baseline,mountain.jpg,user_clean_2,clean,clean,0.1774,True,True,2,0.052980300000854186,0.6862851000005321,0.3907,0.3802,0.0102,0.0,0.0,,2,full
clean_baseline,city.jpg,user_clean_3,clean,clean,0.1856,True,True,3,0.00816089999898395,0.6430500999995274,0.4013,0.3922,0.0088,0.0,0.0,,2,full
clean_baseline,cat.jpg,user_clean_1,clean,clean,0.2443,True,True,1,0.05342010000094888,0.6914219000009325,0.3943,0.3861,0.0079,0.0,0.0,,3,full
clean_baseline,mountain.jpg,user_clean_2,clean,clean,0.1774,True,True,2,0.007295500001418986,0.6407218000003922,0.3895,0.378,0.0113,0.0,0.0,,3,full
clean_baseline,city.jpg,user_clean_3,clean,clean,0.1856,True,True,3,0.05327529999885883,0.6820319999987987,0.4064,0.3932,0.0129,0.0,0.0,,3,full
clean_baseline,cat.jpg,user_clean_1,clean,clean,0.2443,True,True,1,0.054652200000418816,1.0059568000015133,0.6294,0.6144,0.0147,0.0,0.0,,4,full
clean_baseline,mountain.jpg,user_clean_2,clean,clean,0.1774,True,True,2,0.06789389999903506,0.7033008999987942,0.39,0.3815,0.008,0.0,0.0,,4,full
clean_baseline,city.jpg,user_clean_3,clean,clean,0.1856,True,True,3,0.057732700000997283,0.6853160000009666,0.3851,0.3761,0.0087,0.0,0.0,,4,full
clean_baseline,cat.jpg,user_clean_1,clean,clean,0.2443,True,True,1,0.05382189999909315,0.6782121999985975,0.4285,0.4185,0.0097,0.0,0.0,,5,full
clean_baseline,mountain.jpg,user_clean_2,clean,clean,0.1774,True,True,2,0.05171189999964554,0.6883161999994627,0.3906,0.3799,0.0104,0.0,0.0,,5,full
clean_baseline,city.jpg,user_clean_3,clean,clean,0.1856,True,True,3,0.054018700000597164,0.6916973999996117,0.391,0.3809,0.0098,0.0,0.0,,5,full
overhead,attack.jpg,user_A,clean,clean,0.6283,True,True,1,0.07221539999954985,22.8067820999986,0.6424,0.6104,0.0318,0.0,0.0,,1,full
overhead,attack.jpg,user_B,suspicious,suspicious,0.6283,True,True,2,0.05439900000055786,0.994178800001464,0.629,0.6092,0.0194,0.0,0.0,,1,full
overhead,attack.jpg,user_C,flagged,suspicious,0.6283,False,True,3,0.053495799998927396,0.6819750999984535,0.391,0.3639,0.0267,0.0,0.0,,1,full
overhead,attack.jpg,user_A,clean,clean,0.6283,True,True,1,0.008399899999858462,0.6413690999997925,0.3585,0.3527,0.0055,0.0,0.0,,2,full
overhead,attack.jpg,user_B,suspicious,suspicious,0.6283,True,True,2,0.008905400000003283,0.6386440999995102,0.3771,0.3705,0.0063,0.0,0.0,,2,full
overhead,attack.jpg,user_C,flagged,suspicious,0.6283,False,True,3,0.051477700000759796,0.6803932999991957,0.3688,0.3601,0.0084,0.0,0.0,,2,full
overhead,attack.jpg,user_A,clean,clean,0.6283,True,True,1,0.0540843999988283,0.6919559999987541,0.3754,0.3688,0.0064,0.0,0.0,,3,full
overhead,attack.jpg,user_B,suspicious,suspicious,0.6283,True,True,2,0.009211700000378187,0.6331138000005012,0.373,0.366,0.0067,0.0,0.0,,3,full
overhead,attack.jpg,user_C,flagged,suspicious,0.6283,False,True,3,0.05338840000149503,0.6853009000005841,0.3669,0.359,0.0076,0.0,0.0,,3,full
overhead,attack.jpg,user_A,clean,clean,0.6283,True,True,1,0.05294570000114618,0.6893081000016537,0.3765,0.3706,0.0056,0.0,0.0,,4,full
overhead,attack.jpg,user_B,suspicious,suspicious,0.6283,True,True,2,0.05751560000135214,0.6838784000010492,0.4222,0.4153,0.0064,0.0,0.0,,4,full
overhead,attack.jpg,user_C,flagged,suspicious,0.6283,False,True,3,0.05165020000094955,0.6856416000009631,0.3778,0.3696,0.0079,0.0,0.0,,4,full
overhead,attack.jpg,user_A,clean,clean,0.6283,True,True,1,0.006756900000254973,0.6394841000001179,0.3821,0.3753,0.0066,0.0,0.0,,5,full
overhead,attack.jpg,user_B,suspicious,suspicious,0.6283,True,True,2,0.007579499999337713,0.6322977999989234,0.4181,0.4098,0.0081,0.0,0.0,,5,full
overhead,attack.jpg,user_C,flagged,suspicious,0.6283,False,True,3,0.007019800001216936,0.6439513000004808,0.385,0.3764,0.0084,0.0,0.0,,5,full
