scenario,image_file,user_id,expected_verdict,actual_verdict,risk_score,correct,abuse_correct,upload_index,upload_latency,total_latency,worker_latency,clip_latency,redis_latency,db_latency,decision_latency,error,iteration,config
coordinated,attack.jpg,user_B,suspicious,suspicious,0.6283,True,True,2,0.054790000000139116,0.6945582000007562,0.4892,0.4796,0.0093,0.0,0.0,,3,full
coordinated,attack.jpg,user_C,flagged,suspicious,0.6283,False,True,3,0.061531100000138395,0.6976988999995228,0.4573,0.4474,0.0096,0.0,0.0,,3,full
burst,attack.jpg,user_burst,clean,clean,0.6283,True,True,1,0.05932079999911366,0.6962435999976151,0.4606,0.4536,0.0065,0.0,0.0,,3,full
burst,attack.jpg,user_burst,suspicious,suspicious,0.6283,True,True,2,0.018856900000173482,0.6589914000014687,0.4802,0.4722,0.0077,0.0,0.0,,3,full
burst,attack.jpg,user_burst,flagged,flagged,0.6283,True,True,3,0.06004260000008799,0.6944634999999835,0.4724,0.463,0.009,0.0,0.0,,3,full
near_duplicate,attack.jpg,user_X,clean,clean,0.6283,True,True,1,0.05739710000125342,0.6858965999999782,0.4997,0.4911,0.0081,0.0,0.0,,3,full
near_duplicate,near_1.jpg,user_Y,suspicious,clean,0.6791,False,False,2,0.016858400000273832,0.9577950000020792,0.6967,0.6892,0.0071,0.0,0.0,,3,full
near_duplicate,attack.jpg,user_Z,suspicious,suspicious,0.6283,True,True,3,0.05238239999926009,0.6870058000004065,0.5108,0.4999,0.0106,0.0,0.0,,3,full
clean_baseline,cat.jpg,user_clean_1,clean,clean,0.2443,True,True,1,0.059472200000527664,0.6942431000006763,0.4863,0.4753,0.0107,0.0,0.0,,3,full
clean_baseline,mountain.jpg,user_clean_2,clean,clean,0.1774,True,True,2,0.05838989999938349,0.692056899999443,0.477,0.4644,0.0123,0.0,0.0,,3,full
clean_baseline,city.jpg,user_clean_3,clean,clean,0.1856,True,True,3,0.06036669999957667,0.6952341999985947,0.4959,0.4828,0.0127,0.0,0.0,,3,full
coordinated,attack.jpg,user_A,clean,clean,0.6283,True,True,1,0.058886499999061925,0.7015254999987519,0.4611,0.4533,0.0075,0.0,0.0,,4,full
coordinated,attack.jpg,user_B,suspicious,suspicious,0.6283,True,True,2,0.057280200000604964,0.7019326999998157,0.4644,0.4552,0.0087,0.0,0.0,,4,full
coordinated,attack.jpg,user_C,flagged,suspicious,0.6283,False,True,3,0.06093150000015157,0.6947959999997693,0.4955,0.4877,0.0075,0.0,0.0,,4,full
burst,attack.jpg,user_burst,clean,clean,0.6283,True,True,1,0.056038900000203284,0.6998567000009643,0.4806,0.4713,0.0089,0.0,0.0,,4,full
burst,attack.jpg,user_burst,suspicious,suspicious,0.6283,True,True,2,0.05851319999965199,0.703453799998897,0.4505,0.4416,0.0085,0.0,0.0,,4,full
burst,attack.jpg,user_burst,flagged,flagged,0.6283,True,True,3,0.057684299999891664,0.698661099999299,0.4722,0.4638,0.008,0.0,0.0,,4,full
near_duplicate,attack.jpg,user_X,clean,clean,0.6283,True,True,1,0.05796320000081323,0.6929051000006439,0.4616,0.4534,0.0078,0.0,0.0,,4,full
near_duplicate,near_1.jpg,user_Y,suspicious,clean,0.6791,False,False,2,0.017941399999472196,0.6504622000011295,0.4556,0.4486,0.0066,0.0,0.0,,4,full
near_duplicate,attack.jpg,user_Z,suspicious,suspicious,0.6283,True,True,3,0.05958740000096441,0.6975671000000148,0.4548,0.4451,0.0094,0.0,0.0,,4,full
clean_baseline,cat.jpg,user_clean_1,clean,clean,0.2443,True,True,1,0.05742359999931068,0.6903385999994498,0.5099,0.4982,0.0113,0.0,0.0,,4,full
clean_baseline,mountain.jpg,user_clean_2,clean,clean,0.1774,True,True,2,0.05733359999976528,0.7011863999996422,0.4684,0.4551,0.0129,0.0,0.0,,4,full
clean_baseline,city.jpg,user_clean_3,clean,clean,0.1856,True,True,3,0.0607161999996606,0.691624299999603,0.5071,0.4934,0.0134,0.0,0.0,,4,full
coordinated,attack.jpg,user_A,clean,clean,0.6283,True,True,1,0.05133419999947364,0.6803156999994826,0.4649,0.4566,0.008,0.0,0.0,,5,full
coordinated,attack.jpg,user_B,suspicious,suspicious,0.6283,True,True,2,0.060732899999493384,0.696590899999137,0.4585,0.4496,0.0086,0.0,0.0,,5,full
coordinated,attack.jpg,user_C,flagged,suspicious,0.6283,False,True,3,0.06011159999980009,0.6920616000006703,0.4925,0.4827,0.0094,0.0,0.0,,5,full
burst,attack.jpg,user_burst,clean,clean,0.6283,True,True,1,0.05879409999943164,0.7022835000007035,0.5034,0.4953,0.0075,0.0,0.0,,5,full
burst,attack.jpg,user_burst,suspicious,suspicious,0.6283,True,True,2,0.06335120000039751,0.6972991000002366,0.4831,0.4743,0.0083,0.0,0.0,,5,full
burst,attack.jpg,user_burst,flagged,flagged,0.6283,True,True,3,0.06477339999946707,1.024530099999538,0.665,0.657,0.0075,0.0,0.0,,5,full
near_duplicate,attack.jpg,user_X,clean,clean,0.6283,True,True,1,0.0590611000006902,0.6978438000005553,0.4654,0.4582,0.0069,0.0,0.0,,5,full
near_duplicate,near_1.jpg,user_Y,suspicious,clean,0.6791,False,False,2,0.012231700000484125,0.6506611000004341,0.4602,0.453,0.0068,0.0,0.0,,5,full
near_duplicate,attack.jpg,user_Z,suspicious,suspicious,0.6283,True,True,3,0.060159200000271085,0.70191800000066,0.4526,0.4426,0.0097,0.0,0.0,,5,full
clean_baseline,cat.jpg,user_clean_1,clean,clean,0.2443,True,True,1,0.06179899999915506,0.7017034999989846,0.4679,0.4572,0.0102,0.0,0.0,,5,full
clean_baseline,mountain.jpg,user_clean_2,clean,clean,0.1774,True,True,2,0.05933749999894644,0.6975478000003932,0.4749,0.4635,0.0109,0.0,0.0,,5,full
clean_baseline,city.jpg,user_clean_3,clean,clean,0.1856,True,True,3,0.05801120000069204,0.6823086999993393,0.4708,0.4586,0.0119,0.0,0.0,,5,full
fp_clean,clean_1.jpg,fp_user_0,clean,clean,0.2499,True,True,1,0.05537019999974291,0.6999262999997882,0.4534,0.4477,0.0048,0.0,0.0,,1,full
fp_clean,clean_1.jpg,fp_user_1,clean,clean,0.2499,True,True,1,0.0561918000003061,0.6953249999987747,0.4526,0.4473,0.0049,0.0,0.0,,2,full
fp_clean,clean_1.jpg,fp_user_2,clean,clean,0.2499,True,True,1,0.05473910000000615,0.6803463999985979,0.442,0.4388,0.0029,0.0,0.0,,3,full
fp_clean,clean_1.jpg,fp_user_3,clean,clean,0.2499,True,True,1,0.05096859999866865,0.6845214999975724,0.4387,0.4351,0.0033,0.0,0.0,,4,full
fp_clean,clean_1.jpg,fp_user_4,clean,clean,0.2499,True,True,1,0.05318650000117486,0.6935010000015609,0.4383,0.4341,0.0035,0.0,0.0,,5,full
coordinated,attack.jpg,user_A,clean,clean,0.6283,True,True,1,0.05346400000053109,0.6921383000008063,0.4438,0.4354,0.0081,0.0,0.0,,1,full
coordinated,attack.jpg,user_B,suspicious,clean,0.6283,False,False,2,0.06144550000135496,0.6996749000009004,0.4503,0.4417,0.008,0.0,0.0,,1,full
coordinated,attack.jpg,user_C,flagged,clean,0.6283,False,False,3,0.058179899999231566,0.6972927999995591,0.4831,0.4755,0.0073,0.0,0.0,,1,full
coordinated,attack.jpg,user_A,clean,clean,0.6283,True,True,1,0.05311190000065835,0.6830401999995956,0.4379,0.4291,0.0086,0.0,0.0,,2,full
coordinated,attack.jpg,user_B,suspicious,clean,0.6283,False,False,2,0.05811650000032387,0.694711100000859,0.4628,0.4548,0.0076,0.0,0.0,,2,full
coordinated,attack.jpg,user_C,flagged,clean,0.6283,False,False,3,0.05724949999967066,0.6873666999981651,0.4508,0.4428,0.0077,0.0,0.0,,2,full
coordinated,attack.jpg,user_A,clean,clean,0.6283,True,True,1,0.062125800001012976,0.6998658000011346,0.4382,0.4298,0.0081,0.0,0.0,,3,full
coordinated,attack.jpg,user_B,suspicious,clean,0.6283,False,False,2,0.055806100001063896,0.6980502999995224,0.4614,0.4524,0.0085,0.0,0.0,,3,full
coordinated,attack.jpg,user_C,flagged,clean,0.6283,False,False,3,0.055726499998854706,0.6863754999976663,0.4565,0.4478,0.0083,0.0,0.0,,3,full
coordinated,attack.jpg,user_A,clean,clean,0.6283,True,True,1,0.053179100001216284,0.6788449000014225,0.4393,0.4308,0.0082,0.0,0.0,,4,full
coordinated,attack.jpg,user_B,suspicious,clean,0.6283,False,False,2,0.05825170000025537,0.6866399000009551,0.4574,0.4494,0.0076,0.0,0.0,,4,full
coordinated,attack.jpg,user_C,flagged,clean,0.6283,False,False,3,0.05613009999979113,0.6992598999986512,0.4659,0.4569,0.0083,0.0,0.0,,4,full
coordinated,attack.jpg,user_A,clean,clean,0.6283,True,True,1,0.05920019999939541,0.6973847000008391,0.4295,0.4215,0.0077,0.0,0.0,,5,full
coordinated,attack.jpg,user_B,suspicious,clean,0.6283,False,False,2,0.06092400000125053,0.691244600002392,0.4998,0.491,0.0083,0.0,0.0,,5,full
coordinated,attack.jpg,user_C,flagged,clean,0.6283,False,False,3,0.011983999998847139,0.6397416999989218,0.4705,0.4636,0.0066,0.0,0.0,,5,full
burst,attack.jpg,user_burst,clean,clean,0.6283,True,True,1,0.06038980000084848,0.7029708000009123,0.4698,0.4618,0.0076,0.0,0.0,,1,full
burst,attack.jpg,user_burst,suspicious,clean,0.6283,False,False,2,0.059176700000534765,0.6968771000010747,0.4833,0.475,0.008,0.0,0.0,,1,full
burst,attack.jpg,user_burst,flagged,clean,0.6283,False,False,3,0.05966649999936635,0.6968362999996316,0.4781,0.47,0.0077,0.0,0.0,,1,full
burst,attack.jpg,user_burst,clean,clean,0.6283,True,True,1,0.05776510000032431,0.6979096000013669,0.4855,0.4773,0.0078,0.0,0.0,,2,full
burst,attack.jpg,user_burst,suspicious,clean,0.6283,False,False,2,0.05766829999993206,0.6952493000007962,0.4663,0.4585,0.0074,0.0,0.0,,2,full
burst,attack.jpg,user_burst,flagged,clean,0.6283,False,False,3,0.055731200000082026,0.6963775999993231,0.458,0.4491,0.0085,0.0,0.0,,2,full
burst,attack.jpg,user_burst,clean,clean,0.6283,True,True,1,0.0609930999999051,0.697950600000695,0.4759,0.4667,0.0086,0.0,0.0,,3,full
burst,attack.jpg,user_burst,suspicious,clean,0.6283,False,False,2,0.05932810000012978,0.6943092999990768,0.4687,0.4603,0.0081,0.0,0.0,,3,full
burst,attack.jpg,user_burst,flagged,clean,0.6283,False,False,3,0.0527669999992213,0.6872096999995847,0.4326,0.4246,0.0077,0.0,0.0,,3,full
burst,attack.jpg,user_burst,clean,clean,0.6283,True,True,1,0.06317769999986922,0.6932335000001331,0.4789,0.4711,0.0073,0.0,0.0,,4,full
burst,attack.jpg,user_burst,suspicious,clean,0.6283,False,False,2,0.05695919999925536,0.6959100000003673,0.4641,0.4558,0.0079,0.0,0.0,,4,full
burst,attack.jpg,user_burst,flagged,clean,0.6283,False,False,3,0.057441799999651266,0.7010495999984414,0.5051,0.4972,0.0075,0.0,0.0,,4,full
burst,attack.jpg,user_burst,clean,clean,0.6283,True,True,1,0.05815749999965192,0.6983249999993859,0.4845,0.4765,0.0076,0.0,0.0,,5,full
burst,attack.jpg,user_burst,suspicious,clean,0.6283,False,False,2,0.013914700000896119,0.6481251000004704,0.4833,0.4739,0.009,0.0,0.0,,5,full
burst,attack.jpg,user_burst,flagged,clean,0.6283,False,False,3,0.05398299999978917,0.6807200000002922,0.464,0.4553,0.0084,0.0,0.0,,5,full
near_duplicate,attack.jpg,user_X,clean,clean,0.6283,True,True,1,0.011483599999337457,0.9589247000003525,0.5849,0.5725,0.0121,0.0,0.0,,1,full
near_duplicate,near_1.jpg,user_Y,suspicious,clean,0.6791,False,False,2,0.021370000000388245,0.6578387000008661,0.4549,0.4476,0.0066,0.0,0.0,,1,full
near_duplicate,attack.jpg,user_Z,suspicious,clean,0.6283,False,False,3,0.05858960000114166,0.6977586000011797,0.4748,0.4665,0.0078,0.0,0.0,,1,full
near_duplicate,attack.jpg,user_X,clean,clean,0.6283,True,True,1,0.06026360000032582,0.7032087999996293,0.4656,0.4578,0.0075,0.0,0.0,,2,full
near_duplicate,near_1.jpg,user_Y,suspicious,clean,0.6791,False,False,2,0.011949299998377683,0.6479756999979145,0.4414,0.4347,0.0063,0.0,0.0,,2,full
near_duplicate,attack.jpg,user_Z,suspicious,clean,0.6283,False,False,3,0.05813690000104543,0.6950735000009445,0.4441,0.4356,0.0081,0.0,0.0,,2,full
near_duplicate,attack.jpg,user_X,clean,clean,0.6283,True,True,1,0.0570687999988877,0.6969131999976526,0.4495,0.4407,0.0084,0.0,0.0,,3,full
near_duplicate,near_1.jpg,user_Y,suspicious,clean,0.6791,False,False,2,0.01768189999893366,0.6526903999983915,0.4474,0.4408,0.0062,0.0,0.0,,3,full
near_duplicate,attack.jpg,user_Z,suspicious,clean,0.6283,False,False,3,0.05770469999879424,0.6984471999985544,0.4495,0.4418,0.0074,0.0,0.0,,3,full
near_duplicate,attack.jpg,user_X,clean,clean,0.6283,True,True,1,0.05629190000036033,0.6946783999992476,0.4396,0.431,0.0082,0.0,0.0,,4,full
near_duplicate,near_1.jpg,user_Y,suspicious,clean,0.6791,False,False,2,0.013061200001175166,0.6463844000027166,0.4461,0.439,0.0068,0.0,0.0,,4,full
near_duplicate,attack.jpg,user_Z,suspicious,clean,0.6283,False,False,3,0.06044069999916246,0.6941810000007536,0.4477,0.4394,0.0079,0.0,0.0,,4,full
near_duplicate,attack.jpg,user_X,clean,clean,0.6283,True,True,1,0.05639259999952628,0.6968046999991202,0.4445,0.4364,0.0079,0.0,0.0,,5,full
near_duplicate,near_1.jpg,user_Y,suspicious,clean,0.6791,False,False,2,0.020985999999538762,0.6563476000010269,0.4463,0.4394,0.0066,0.0,0.0,,5,full
near_duplicate,attack.jpg,user_Z,suspicious,clean,0.6283,False,False,3,0.016471099999762373,0.646784900000057,0.473,0.4645,0.0081,0.0,0.0,,5,full
clean_baseline,cat.jpg,user_clean_1,clean,clean,0.2443,True,True,1,0.0563055999991775,0.6867036999992706,0.4833,0.4711,0.0118,0.0,0.0,,1,full
clean_baseline,mountain.jpg,user_clean_2,clean,clean,0.1774,True,True,2,0.011916999999812106,0.6484153000001243,0.4788,0.4684,0.0102,0.0,0.0,,1,full
clean_baseline,city.jpg,user_clean_3,clean,clean,0.1856,True,True,3,0.015721300000222982,0.6520533000002615,0.4977,0.4852,0.0121,0.0,0.0,,1,full
clean_baseline,cat.jpg,user_clean_1,clean,clean,0.2443,True,True,1,0.056314200000997516,0.6880928999999014,0.4901,0.4779,0.0119,0.0,0.0,,2,full
clean_baseline,mountain.jpg,user_clean_2,clean,clean,0.1774,True,True,2,0.05726350000077218,0.6943165000011504,0.4726,0.4602,0.012,0.0,0.0,,2,full
clean_baseline,city.jpg,user_clean_3,clean,clean,0.1856,True,True,3,0.058632499998566345,0.6906227999988914,0.4839,0.4713,0.0122,0.0,0.0,,2,full
clean_baseline,cat.jpg,user_clean_1,clean,clean,0.2443,True,True,1,0.05775519999951939,0.6912807999997312,0.4709,0.46,0.0103,0.0,0.0,,3,full
clean_baseline,mountain.jpg,user_clean_2,clean,clean,0.1774,True,True,2,0.06126109999968321,0.6954084999997576,0.496,0.4848,0.0102,0.0,0.0,,3,full
clean_baseline,city.jpg,user_clean_3,clean,clean,0.1856,True,True,3,0.05987740000091435,0.6978677999995853,0.4877,0.4754,0.0119,0.0,0.0,,3,full
clean_baseline,cat.jpg,user_clean_1,clean,clean,0.2443,True,True,1,0.061521100000391016,0.6945254000002024,0.4913,0.4802,0.0106,0.0,0.0,,4,full
clean_baseline,mountain.jpg,user_clean_2,clean,clean,0.1774,True,True,2,0.05730469999980414,0.6924460999998701,0.4822,0.4696,0.0123,0.0,0.0,,4,full
clean_baseline,city.jpg,user_clean_3,clean,clean,0.1856,True,True,3,0.05986240000129328,0.6933070000013686,0.4733,0.463,0.01,0.0,0.0,,4,full
clean_baseline,cat.jpg,user_clean_1,clean,clean,0.2443,True,True,1,0.05642960000113817,0.70017000000189,0.4942,0.4818,0.012,0.0,0.0,,5,full
clean_baseline,mountain.jpg,user_clean_2,clean,clean,0.1774,True,True,2,0.01412490000075195,0.652043699999922,0.4717,0.4602,0.0112,0.0,0.0,,5,full
clean_baseline,city.jpg,user_clean_3,clean,clean,0.1856,True,True,3,0.05329429999983404,0.6865154000006441,0.4669,0.4562,0.0105,0.0,0.0,,5,full
overhead,attack.jpg,user_A,clean,clean,0.6283,True,True,1,0.0613126000007469,0.6951562000012927,0.4887,0.4802,0.0082,0.0,0.0,,1,full
overhead,attack.jpg,user_B,suspicious,suspicious,0.6283,True,True,2,0.05795609999950102,0.6978909999979805,0.463,0.4541,0.0086,0.0,0.0,,1,full
overhead,attack.jpg,user_C,flagged,suspicious,0.6283,False,True,3,0.01405239999985497,0.6547786999999516,0.4352,0.4255,0.0094,0.0,0.0,,1,full
overhead,attack.jpg,user_A,clean,clean,0.6283,True,True,1,0.017907200000990997,0.6605891000017436,0.4491,0.4395,0.0091,0.0,0.0,,2,full
overhead,attack.jpg,user_B,suspicious,suspicious,0.6283,True,True,2,0.016096299999844632,0.6573668000000907,0.4896,0.4809,0.0084,0.0,0.0,,2,full
overhead,attack.jpg,user_C,flagged,suspicious,0.6283,False,True,3,0.021988800001054187,0.6655105000008916,0.4664,0.4561,0.0097,0.0,0.0,,2,full
overhead,attack.jpg,user_A,clean,clean,0.6283,True,True,1,0.0179403000001912,0.6516893999996682,0.4644,0.4554,0.0087,0.0,0.0,,3,full
overhead,attack.jpg,user_B,suspicious,suspicious,0.6283,True,True,2,0.013659599999300553,0.646362899999076,0.4541,0.4454,0.0083,0.0,0.0,,3,full
overhead,attack.jpg,user_C,flagged,suspicious,0.6283,False,True,3,0.011983300000792951,0.6497703000004549,0.5002,0.4897,0.0102,0.0,0.0,,3,full
overhead,attack.jpg,user_A,clean,clean,0.6283,True,True,1,0.017373700000462122,0.648199499999464,0.4635,0.4558,0.0074,0.0,0.0,,4,full
overhead,attack.jpg,user_B,suspicious,suspicious,0.6283,True,True,2,0.05271979999997711,0.6816698000002361,0.4608,0.4514,0.0092,0.0,0.0,,4,full
overhead,attack.jpg,user_C,flagged,suspicious,0.6283,False,True,3,0.010831599998709862,0.6413580999997066,0.4512,0.4426,0.0082,0.0,0.0,,4,full
overhead,attack.jpg,user_A,clean,clean,0.6283,True,True,1,0.01786790000005567,0.6504377000001114,0.4704,0.4615,0.0084,0.0,0.0,,5,full
overhead,attack.jpg,user_B,suspicious,suspicious,0.6283,True,True,2,0.012308199999097269,0.6487864999999147,0.4553,0.4472,0.0079,0.0,0.0,,5,full
overhead,attack.jpg,user_C,flagged,suspicious,0.6283,False,True,3,0.05762999999933527,0.6983798000001116,0.4695,0.4602,0.009,0.0,0.0,,5,full
