scenario,image_file,user_id,expected_verdict,actual_verdict,risk_score,correct,abuse_correct,upload_index,upload_latency,total_latency,worker_latency,clip_latency,redis_latency,db_latency,decision_latency,error,iteration,config
clean_baseline,mountain.jpg,user_clean_2,clean,clean,0.1774,True,True,2,0.049634400000286405,0.6809956000015518,0.3725,0.3629,0.0094,0.0,0.0,,2,full
clean_baseline,city.jpg,user_clean_3,clean,clean,0.1856,True,True,3,0.04735699999946519,0.6669278999997914,0.3554,0.347,0.0082,0.0,0.0,,2,full
coordinated,attack.jpg,user_A,clean,clean,0.6283,True,True,1,0.047437400000490015,0.6709282000010717,0.3749,0.3692,0.0056,0.0,0.0,,3,full
coordinated,attack.jpg,user_B,suspicious,suspicious,0.6283,True,True,2,0.005505000000994187,0.6397742000008293,0.3568,0.3507,0.0058,0.0,0.0,,3,full
coordinated,attack.jpg,user_C,flagged,suspicious,0.6283,False,True,3,0.05090310000014142,0.6840936000007787,0.3601,0.3532,0.0065,0.0,0.0,,3,full
burst,attack.jpg,user_burst,clean,clean,0.6283,True,True,1,0.05524689999947441,0.6772674999992887,0.3647,0.3586,0.006,0.0,0.0,,3,full
burst,attack.jpg,user_burst,suspicious,suspicious,0.6283,True,True,2,0.04905700000017532,0.6716842000005272,0.3974,0.3908,0.0065,0.0,0.0,,3,full
burst,attack.jpg,user_burst,flagged,flagged,0.6283,True,True,3,0.008524400000169408,0.6386624999995547,0.3275,0.3223,0.0051,0.0,0.0,,3,full
near_duplicate,attack.jpg,user_X,clean,clean,0.6283,True,True,1,0.008823500000289641,0.6301907999986724,0.3554,0.3504,0.0049,0.0,0.0,,3,full
near_duplicate,near_1.jpg,user_Y,suspicious,clean,0.6791,False,False,2,0.005602799999905983,0.6406316999982664,0.3285,0.3231,0.0052,0.0,0.0,,3,full
near_duplicate,attack.jpg,user_Z,suspicious,suspicious,0.6283,True,True,3,0.052218499999071355,0.6842421000001195,0.3466,0.3401,0.0063,0.0,0.0,,3,full
clean_baseline,cat.jpg,user_clean_1,clean,clean,0.2443,True,True,1,0.052322300000014366,0.6774433999999019,0.3571,0.3485,0.0083,0.0,0.0,,3,full
clean_baseline,mountain.jpg,user_clean_2,clean,clean,0.1774,True,True,2,0.008353299999726005,0.6388585999993666,0.3446,0.3348,0.0096,0.0,0.0,,3,full
clean_baseline,city.jpg,user_clean_3,clean,clean,0.1856,True,True,3,0.007983400000739493,0.6385342000012315,0.3611,0.3529,0.0081,0.0,0.0,,3,full
coordinated,attack.jpg,user_A,clean,clean,0.6283,True,True,1,0.006182400000398047,0.638177300001189,0.3331,0.3264,0.0065,0.0,0.0,,4,full
coordinated,attack.jpg,user_B,suspicious,suspicious,0.6283,True,True,2,0.05120549999992363,0.6866049000000203,0.3561,0.3502,0.0058,0.0,0.0,,4,full
coordinated,attack.jpg,user_C,flagged,suspicious,0.6283,False,True,3,0.04920949999905133,0.6736281999983476,0.3472,0.3401,0.0069,0.0,0.0,,4,full
burst,attack.jpg,user_burst,clean,clean,0.6283,True,True,1,0.00835449999976845,0.6439818999988347,0.3359,0.3287,0.007,0.0,0.0,,4,full
burst,attack.jpg,user_burst,suspicious,suspicious,0.6283,True,True,2,0.01100640000004205,0.6391217000000324,0.3368,0.3315,0.0051,0.0,0.0,,4,full
burst,attack.jpg,user_burst,flagged,flagged,0.6283,True,True,3,0.05364030000055209,0.6856107000003249,0.3447,0.338,0.0065,0.0,0.0,,4,full
near_duplicate,attack.jpg,user_X,clean,clean,0.6283,True,True,1,0.04912760000115668,0.6886815000016213,0.3668,0.3605,0.0061,0.0,0.0,,4,full
near_duplicate,near_1.jpg,user_Y,suspicious,clean,0.6791,False,False,2,0.007501500000216765,0.6350505999998859,0.3227,0.3174,0.0051,0.0,0.0,,4,full
near_duplicate,attack.jpg,user_Z,suspicious,suspicious,0.6283,True,True,3,0.009206699998685508,0.6387058999989677,0.3533,0.3465,0.0066,0.0,0.0,,4,full
clean_baseline,cat.jpg,user_clean_1,clean,clean,0.2443,True,True,1,0.050452299999960815,0.6867763999998715,0.3487,0.3417,0.0068,0.0,0.0,,4,full
clean_baseline,mountain.jpg,user_clean_2,clean,clean,0.1774,True,True,2,0.004412499998579733,0.641962899997452,0.3317,0.3238,0.0077,0.0,0.0,,4,full
clean_baseline,city.jpg,user_clean_3,clean,clean,0.1856,True,True,3,0.011024100000213366,0.6530048999993596,0.3483,0.3374,0.0107,0.0,0.0,,4,full
coordinated,attack.jpg,user_A,clean,clean,0.6283,True,True,1,0.048528899998927955,0.6715311999978439,0.3333,0.3277,0.0055,0.0,0.0,,5,full
coordinated,attack.jpg,user_B,suspicious,suspicious,0.6283,True,True,2,0.048216999999567633,0.6812892999987525,0.3483,0.3423,0.0058,0.0,0.0,,5,full
coordinated,attack.jpg,user_C,flagged,suspicious,0.6283,False,True,3,0.05300569999963045,0.6840102000005572,0.3588,0.353,0.0056,0.0,0.0,,5,full
burst,attack.jpg,user_burst,clean,clean,0.6283,True,True,1,0.007917200000520097,0.6365125000011176,0.3312,0.3261,0.005,0.0,0.0,,5,full
burst,attack.jpg,user_burst,suspicious,suspicious,0.6283,True,True,2,0.05192490000081307,0.6863568000007945,0.3626,0.3561,0.0062,0.0,0.0,,5,full
burst,attack.jpg,user_burst,flagged,flagged,0.6283,True,True,3,0.050224599999637576,0.6848659999996016,0.3874,0.3822,0.0051,0.0,0.0,,5,full
near_duplicate,attack.jpg,user_X,clean,clean,0.6283,True,True,1,0.00813430000016524,0.6322211000006064,0.3388,0.3322,0.0064,0.0,0.0,,5,full
near_duplicate,near_1.jpg,user_Y,suspicious,clean,0.6791,False,False,2,0.008759699998336146,0.6519734999983484,0.334,0.3294,0.0045,0.0,0.0,,5,full
near_duplicate,attack.jpg,user_Z,suspicious,suspicious,0.6283,True,True,3,0.050790699999197386,0.6818675999984407,0.3296,0.3225,0.0069,0.0,0.0,,5,full
clean_baseline,cat.jpg,user_clean_1,clean,clean,0.2443,True,True,1,0.013145900000381516,0.6385260000006383,0.3722,0.3648,0.0072,0.0,0.0,,5,full
clean_baseline,mountain.jpg,user_clean_2,clean,clean,0.1774,True,True,2,0.009572800001478754,0.640499400002227,0.3481,0.3401,0.0078,0.0,0.0,,5,full
clean_baseline,city.jpg,user_clean_3,clean,clean,0.1856,True,True,3,0.011177500000485452,0.6382630000007339,0.3444,0.3348,0.0092,0.0,0.0,,5,full
fp_clean,clean_1.jpg,fp_user_0,clean,clean,0.2499,True,True,1,0.05292639999970561,0.6952041000004101,0.3395,0.3354,0.0038,0.0,0.0,,1,full
fp_clean,clean_1.jpg,fp_user_1,clean,clean,0.2499,True,True,1,0.0492844000000332,0.6923277999994752,0.3196,0.3154,0.0041,0.0,0.0,,2,full
fp_clean,clean_1.jpg,fp_user_2,clean,clean,0.2499,True,True,1,0.04716980000011972,0.680345099999613,0.3238,0.32,0.0036,0.0,0.0,,3,full
fp_clean,clean_1.jpg,fp_user_3,clean,clean,0.2499,True,True,1,0.05251260000113689,0.6946693000008963,0.3261,0.3226,0.0032,0.0,0.0,,4,full
fp_clean,clean_1.jpg,fp_user_4,clean,clean,0.2499,True,True,1,0.055235599998923135,0.6968822999988333,0.3392,0.3354,0.0035,0.0,0.0,,5,full
overhead,attack.jpg,user_A,clean,clean,0.6283,True,True,1,0.010547399999268237,0.6409291999989364,0.3721,0.3641,0.0078,0.0,0.0,,1,full
overhead,attack.jpg,user_B,suspicious,suspicious,0.6283,True,True,2,0.005297499999869615,0.6316276999987167,0.4122,0.4051,0.007,0.0,0.0,,1,full
overhead,attack.jpg,user_C,flagged,suspicious,0.6283,False,True,3,0.005784099999800674,0.6369833999997354,0.4004,0.3931,0.0071,0.0,0.0,,1,full
overhead,attack.jpg,user_A,clean,clean,0.6283,True,True,1,0.006312100000286591,0.6316119999992225,0.3949,0.3865,0.008,0.0,0.0,,2,full
overhead,attack.jpg,user_B,suspicious,suspicious,0.6283,True,True,2,0.013332399999853806,0.64255570000023,0.417,0.4097,0.0072,0.0,0.0,,2,full
overhead,attack.jpg,user_C,flagged,suspicious,0.6283,False,True,3,0.010970499999530148,0.6310236999997869,0.368,0.3602,0.0077,0.0,0.0,,2,full
overhead,attack.jpg,user_A,clean,clean,0.6283,True,True,1,0.004747999999381136,0.6267216999985976,0.3732,0.3667,0.0064,0.0,0.0,,3,full
overhead,attack.jpg,user_B,suspicious,suspicious,0.6283,True,True,2,0.047962900000129594,0.6851312999988295,0.392,0.384,0.0076,0.0,0.0,,3,full
overhead,attack.jpg,user_C,flagged,suspicious,0.6283,False,True,3,0.00845120000121824,0.6346346000009362,0.4923,0.4854,0.0067,0.0,0.0,,3,full
overhead,attack.jpg,user_A,clean,clean,0.6283,True,True,1,0.05551270000069053,0.686454100001356,0.397,0.3908,0.006,0.0,0.0001,,4,full
overhead,attack.jpg,user_B,suspicious,suspicious,0.6283,True,True,2,0.05328699999881792,0.6858368999983213,0.3847,0.3786,0.0059,0.0,0.0,,4,full
overhead,attack.jpg,user_C,flagged,suspicious,0.6283,False,True,3,0.05041950000122597,0.6849537000016426,0.3858,0.3781,0.0075,0.0,0.0,,4,full
overhead,attack.jpg,user_A,clean,clean,0.6283,True,True,1,0.05250539999906323,0.6828594999988127,0.3713,0.3646,0.0066,0.0,0.0,,5,full
overhead,attack.jpg,user_B,suspicious,suspicious,0.6283,True,True,2,0.008992099999886705,0.6384614999988116,0.3633,0.3569,0.0059,0.0,0.0,,5,full
overhead,attack.jpg,user_C,flagged,suspicious,0.6283,False,True,3,0.007692400000451016,0.6347652999993443,0.3664,0.359,0.0073,0.0,0.0,,5,full
